0,0,0,0,0,0,0,0,9.8,0,0,0,0,0,0
1,0,0,0,0,0,0,0,41.9,0,0,0,0,0,0
0,1,1,1,1,0,0,0,15,0,0,0,0,0,0
1,2,1,1,1,2,0,0,29.13,0,0,0,0,0,0
0,0,3,4,0,0,0,0,2.83,0,0,0,0,0,0
0,0,0,0,0,0,0,0,54.87,0,0,0,0,0,0
0,19,9,19,6,6,12,0,74.47,0,0,0,0,0,0
1,0,0,1,0,0,0,0,2.1,0,0,0,0,0,0
1,0,0,11,15,14,21,0,69.47,0,0,0,0,0,0
1,0,0,0,0,0,0,0,21.77,0,0,0,0,0,0
0,7,11,10,7,0,0,0,13.43,0,0,0,0,0,0
1,0,0,0,0,0,0,0,96.73,0,0,0,0,0,0
1,0,0,0,0,0,0,0,21.07,0,0,0,0,0,0
0,31,35,22,33,35,28,0,41.57,0,0,0,0,0,0
0,2,2,2,3,1,0,1,67.17,0,0,1,0,0,0
0,8,6,9,4,2,9,3,26.97,1,0,0,0,0,0
0,3,1,1,1,0,0,0,36.53,0,0,0,0,0,0
1,0,0,0,0,0,0,0,19.37,0,0,0,0,0,0
0,0,0,0,0,0,0,0,63.5,0,0,0,0,0,0
1,0,0,0,1,0,0,0,3.5,0,0,0,0,0,0
0,0,2,0,0,0,0,0,39,0,0,0,0,0,0
1,0,0,0,0,0,0,0,3.97,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0.43,0,0,0,0,0,0
1,0,0,0,0,0,0,0,94.6,0,0,0,0,0,0
0,8,6,0,1,1,1,0,21.57,0,0,0,0,0,0
0,0,0,0,0,0,0,0,26.13,0,0,0,0,0,0
0,0,0,0,0,0,0,0,108.3,0,0,0,0,0,0
1,0,1,0,0,0,1,0,43.93,0,0,0,0,0,0
0,35,43,23,0,0,0,0,2.63,0,0,0,0,0,0
1,0,0,0,0,0,0,0,51.33,0,0,0,0,0,0
0,2,9,2,7,0,0,0,123.87,0,0,0,0,0,0
0,10,7,8,3,2,7,0,10.03,0,0,0,0,0,0
0,2,2,0,0,0,0,0,7.3,0,0,0,0,0,0
0,3,2,2,7,4,4,0,123.87,0,0,0,0,0,0
0,0,0,1,0,0,0,0,3.4,0,0,0,0,0,0
0,11,5,4,0,3,0,0,12.17,0,0,0,0,0,0
1,0,0,2,0,0,0,0,9.03,0,0,0,0,0,0
0,0,0,0,0,0,0,0,57.3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2.57,0,0,0,0,0,0
0,17,22,12,1,18,16,0,18.47,0,0,0,0,0,0
0,27,20,14,0,8,2,0,13.43,0,0,0,0,0,0
0,21,25,16,10,9,7,0,13.87,0,0,0,0,0,0
0,0,0,1,2,0,5,0,66.53,0,0,0,0,0,0
0,5,1,3,1,3,8,0,121.57,0,0,0,0,0,0
0,11,4,15,1,6,4,0,58.8,0,0,0,0,0,0
0,0,0,0,0,0,1,0,12.4,0,0,0,0,0,0
0,4,20,14,2,8,9,0,46.67,0,0,0,0,0,0
0,0,0,0,0,0,0,0,67.73,0,0,0,0,0,0
0,18,11,15,5,9,20,6,106.47,2,0,0,0,3,0
0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0
0,6,24,15,0,0,0,1,2.93,0,0,1,0,0,0
0,1,0,0,0,0,8,1,42.73,0,0,0,0,0,1
0,0,0,0,0,0,8,0,117.97,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0
1,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0
0,3,2,1,0,1,2,0,57.7,0,0,0,0,0,0
0,11,0,0,0,0,0,0,1.17,0,0,0,0,0,0
0,5,1,3,4,1,0,0,4.53,0,0,0,0,0,0
1,0,0,0,0,0,0,0,57.33,0,0,0,0,0,0
0,0,3,3,0,8,4,3,63.07,0,0,0,0,3,0
0,0,0,0,0,0,0,0,26.03,0,0,0,0,0,0
0,0,0,0,0,0,0,0,12.17,0,0,0,0,0,0
0,8,5,3,2,3,6,0,9.67,0,0,0,0,0,0
0,42,0,0,0,0,0,5,1.03,4,1,0,0,0,0
0,0,7,3,2,2,7,1,123.87,0,0,0,0,0,0
0,0,1,0,0,0,0,1,1.77,0,1,0,0,0,0
0,10,10,11,8,8,9,0,54.27,0,0,0,0,0,0
1,6,11,1,6,0,0,5,3.8,2,1,0,2,0,0
0,21,28,28,4,0,0,2,3.27,0,0,0,0,0,0
0,1,3,4,1,3,3,0,69.87,0,0,0,0,0,0
0,0,0,0,0,0,0,0,12.4,0,0,0,0,0,0
0,3,0,4,3,7,5,0,13.63,0,0,0,0,0,0
0,5,0,4,0,0,5,0,6.9,0,0,0,0,0,0
0,7,3,11,0,3,5,0,110.4,0,0,0,0,0,0
0,0,0,1,0,1,0,0,32.27,0,0,0,0,0,0
0,0,0,0,0,0,0,0,118.9,0,0,0,0,0,0
0,22,24,18,1,7,15,0,10.13,0,0,0,0,0,0
1,1,2,3,7,2,1,0,60.17,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0
0,25,25,5,0,0,0,1,2.23,0,1,0,0,0,0
1,0,0,0,0,1,0,0,4.4,0,0,0,0,0,0
1,0,0,0,0,0,0,0,44.63,0,0,0,0,0,0
1,0,0,0,0,0,0,0,4.43,0,0,0,0,0,0
0,0,0,0,0,0,0,0,48.1,0,0,0,0,0,0
0,13,4,0,0,0,0,2,24.03,0,0,1,0,0,1
0,3,7,1,3,0,8,0,11.43,0,0,0,0,0,0
0,0,0,0,0,0,2,4,55.63,0,0,0,0,0,3
0,1,4,6,0,4,4,0,91.47,0,0,0,0,0,0
0,4,0,1,0,0,0,3,25.3,0,0,3,0,0,0
0,0,0,0,0,0,2,0,6.6,0,0,0,0,0,0
0,0,9,14,5,9,15,1,45.97,0,1,0,0,0,0
0,2,2,5,1,0,2,1,50.4,0,0,0,0,0,1
0,29,34,13,4,11,19,0,7.23,0,0,0,0,0,0
0,7,6,1,2,3,3,0,66.87,0,0,0,0,0,0
0,1,1,1,1,0,0,0,19.63,0,0,0,0,0,0
0,0,2,0,0,0,0,0,1.7,0,0,0,0,0,0
0,6,11,7,10,12,13,0,11.77,0,0,0,0,0,0
0,0,0,0,1,1,0,0,7,0,0,0,0,0,0
0,0,4,10,0,2,2,0,43.23,0,0,0,0,0,0
0,3,2,0,6,3,0,0,5,0,0,0,0,0,0
1,4,3,1,0,1,1,0,7.07,0,0,0,0,0,0
0,0,0,0,0,0,0,0,48.83,0,0,0,0,0,0
0,3,1,3,2,1,3,0,15.3,0,0,0,0,0,0
1,0,0,0,0,0,0,0,7.4,0,0,0,0,0,0
0,5,3,0,0,0,0,0,48.2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,32.97,0,0,0,0,0,0
1,10,0,5,0,0,0,0,2.73,0,0,0,0,0,0
1,0,0,0,0,0,0,3,38.5,0,0,0,0,0,0
0,3,1,0,0,0,0,0,1.5,0,0,0,0,0,0
1,0,0,0,0,0,0,0,8.53,0,0,0,0,0,0
0,0,0,0,0,0,1,0,63.07,0,0,0,0,0,0
0,2,1,2,0,0,0,0,32.53,0,0,0,0,0,0
0,1,3,2,0,0,2,1,6.67,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0
0,3,0,3,2,0,0,1,53.1,0,0,0,0,1,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,73.63,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0.1,1,0,0,0,0,0
0,14,9,6,3,5,7,0,19.67,0,0,0,0,0,0
0,16,18,29,14,19,20,0,46.47,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15.93,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6.8,0,0,0,0,0,0
0,0,2,7,6,3,8,0,12.2,0,0,0,0,0,0
0,2,3,1,1,1,3,1,99.5,0,0,0,0,0,0
1,23,19,28,25,8,16,0,36.8,0,0,0,0,0,0
0,0,11,8,0,0,0,0,2.37,0,0,0,0,0,0
1,0,0,0,0,0,0,0,37.1,0,0,0,0,0,0
0,22,12,8,4,0,6,0,12.6,0,0,0,0,0,0
0,8,17,10,0,0,0,3,27.4,0,0,3,0,0,0
0,21,0,6,0,11,9,0,74,0,0,0,0,0,0
0,0,2,1,0,0,0,0,98.83,0,0,0,0,0,0
